Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Month,Date,Hour,Minute,Second,Clicked on Ad
78.96,50,69868.48,193.15,Stand-alone well-modulated product,East Jason,0,Cayman Islands,02,12,01,55,38,1
63.99,43,72802.42,138.46,Ameliorated bandwidth-monitored contingency,North Cassie,0,Haiti,01,11,08,18,12,1
41.35,27,39193.45,162.46,Streamlined homogeneous analyzer,Hintonport,1,Colombia,03,03,03,51,27,1
62.79,36,18368.57,231.87,Total coherent archive,New James,1,Luxembourg,05,30,20,8,51,1
45.53,29,56129.89,141.58,Front-line neutral alliance,North Destiny,0,United Arab Emirates,04,22,22,1,21,1
51.65,31,58996.56,249.99,Virtual context-sensitive support,Mclaughlinbury,0,Ireland,05,25,10,39,28,0
54.55,44,41547.62,109.04,Re-engineered optimal policy,West Gabriellamouth,0,Canada,02,04,03,10,17,1
35.66,36,59240.24,172.57,Implemented uniform synergy,Alvarezland,0,Svalbard & Jan Mayen Islands,02,21,20,9,12,1
69.95,28,56725.47,247.01,Horizontal even-keeled challenge,New Julie,0,Malta,04,28,01,24,34,0
79.83,29,55764.43,234.23,Innovative regional groupware,North Frankstad,1,Sudan,05,18,19,33,51,0
85.35,37,64235.51,161.42,Exclusive multi-state Internet solution,Claytonside,1,Ecuador,02,17,11,15,31,0
56.78,28,39939.39,124.32,Mandatory empowering focus group,Melanieton,0,Senegal,06,19,23,4,45,1
78.67,26,63319.99,195.56,Proactive 5thgeneration frame,Lake Michaelport,0,Cambodia,02,20,09,54,06,0
70.09,21,54725.87,211.17,Automated full-range Internet solution,East Benjaminville,0,Belarus,01,22,12,58,14,0
60.75,42,69775.75,247.05,Fully-configurable systemic productivity,Garrettborough,1,Guyana,02,19,13,26,24,0
65.07,24,57545.56,233.85,Multi-lateral multi-state encryption,Port Raymondfort,0,Mali,01,03,07,13,53,0
35.25,50,47051.02,194.44,Intuitive global website,Waltertown,0,Iran,01,03,04,39,47,1
37.58,52,51600.47,176.7,Exclusive disintermediate Internet solution,Cameronberg,1,Bulgaria,04,13,13,4,47,1
68.01,25,68357.96,188.32,Ameliorated actuating workforce,Kaylashire,1,Afghanistan,01,01,03,35,35,0
45.08,38,35349.26,125.27,Synergized clear-thinking protocol,Fosterside,0,Liberia,03,27,08,32,37,1
63.04,27,69784.85,159.05,Triple-buffered multi-state complexity,Davidstad,0,Netherlands Antilles,07,10,16,25,56,1
40.18,29,50760.23,151.96,Enhanced intangible portal,Lake Tracy,0,Hong Kong,06,25,04,21,33,1
45.17,48,34418.09,132.07,Down-sized background groupware,Taylormouth,1,Palau,01,27,14,41,10,1
50.48,50,20592.99,162.43,Switchable real-time product,Dianaville,0,Malawi,05,16,18,51,59,1
80.87,28,63528.8,203.3,Ameliorated local workforce,Collinsburgh,0,Uruguay,02,27,20,20,25,0
41.88,40,44217.68,126.11,Streamlined exuding adapter,Port Rachel,1,Cyprus,02,28,23,54,44,1
39.87,48,47929.83,139.34,Business-focused user-facing benchmark,South Rebecca,1,Mexico,06,13,06,11,33,1
61.84,45,46024.29,105.63,Reactive bi-directional standardization,Port Joshuafort,1,Niger,05,05,11,7,13,1
54.97,31,51900.03,116.38,Virtual bifurcated portal,Robinsontown,1,France,07,07,12,17,33,1
71.4,30,72188.9,166.31,Integrated 3rdgeneration monitoring,Beckton,0,Japan,05,24,17,7,08,0
70.29,31,56974.51,254.65,Balanced responsive open system,New Frankshire,1,Norfolk Island,03,30,14,36,55,0
67.26,57,25682.65,168.41,Focused incremental Graphic Interface,North Derekville,1,Bulgaria,05,27,05,54,03,1
76.58,46,41884.64,258.26,Secured 24hour policy,West Sydney,0,Uzbekistan,01,03,16,30,51,0
54.37,38,72196.29,140.77,Up-sized asymmetric firmware,Lake Matthew,0,Mexico,06,25,18,17,53,1
82.79,32,54429.17,234.81,Distributed fault-tolerant service-desk,Lake Zacharyfurt,1,Brunei Darussalam,02,24,10,36,43,0
66.47,31,58037.66,256.39,Vision-oriented human-resource synergy,Lindsaymouth,1,France,03,03,03,13,48,0
72.88,44,64011.26,125.12,Customer-focused explicit challenge,Sarahland,0,Yemen,04,21,19,56,24,1
76.44,28,59967.19,232.68,Synchronized human-resource moderator,Port Julie,1,Northern Mariana Islands,04,06,17,26,37,0
63.37,43,43155.19,105.04,Open-architected full-range projection,Michaelshire,1,Poland,03,23,12,53,23,1
89.71,48,51501.38,204.4,Versatile local forecast,Sarafurt,1,Bahrain,02,17,07,0,38,0
70.96,31,55187.85,256.4,Ameliorated user-facing help-desk,South Denise,0,Saint Pierre and Miquelon,06,26,07,1,47,0
35.79,44,33813.08,165.62,Enterprise-wide tangible model,North Katie,1,Tonga,04,20,13,36,42,1
38.96,38,36497.22,140.67,Versatile mission-critical application,Mauricefurt,1,Comoros,07,21,16,2,40,1
69.17,40,66193.81,123.62,Extended leadingedge solution,New Patrick,0,Montenegro,03,06,11,36,06,1
64.2,27,66200.96,227.63,Phased zero tolerance extranet,Edwardsmouth,1,Isle of Man,02,11,23,45,01,0
43.7,28,63126.96,173.01,Front-line bifurcated ability,Nicholasland,0,Mayotte,04,04,03,57,48,1
72.97,30,71384.57,208.58,Fundamental modular algorithm,Duffystad,1,Lebanon,02,11,21,49,00,1
51.3,45,67782.17,134.42,Grass-roots cohesive monitoring,New Darlene,1,Bosnia and Herzegovina,04,22,02,7,01,1
51.63,51,42415.72,120.37,Expanded intangible solution,South Jessica,1,Mongolia,02,01,17,24,57,1
